date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:49:45	48207/48207	---M--	200	added ('OK')	image/jpeg	date:Mon,%2013%20Nov%202023%2019:35:41%20GMT	https://www.pnc.com/content/dam/dynamic-media-images/video-thumbnails/insights/about/our_commitments/pnc_insights_about_a-service-dog-prepares-to-retire.jpg	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/dynamic-media-images/video-thumbnails/insights/about/our_commitments/pnc_insights_about_a-service-dog-prepares-to-retire.jpg	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:47	25594/25594	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:49:46%20GMT	https://www.pnc.com/insights/our-commitments/communities/PNC-championship-delivers-much-more-than-golf.html?lnksrc=pnc-insights-feed	/Users/mac/websites/pncbank3/www.pnc.com/insights/our-commitments/communities/PNC-championship-delivers-much-more-than-golfba4f.html	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:47	49760/49760	---M--	200	added ('OK')	image/jpeg	date:Sun,%2021%20Apr%202024%2018:25:56%20GMT	https://www.pnc.com/content/dam/pnc-thought-leadership/about/our_commitments/communities/pnc_insights_commitments_pnc-championship-more-golf.jpg	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/pnc-thought-leadership/about/our_commitments/communities/pnc_insights_commitments_pnc-championship-more-golf.jpg	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:48	26221/26221	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:49:48%20GMT	https://www.pnc.com/insights/small-business/running-your-business/veteran-owned-business-protects-environment.html?lnksrc=pnc-insights-feed	/Users/mac/websites/pncbank3/www.pnc.com/insights/small-business/running-your-business/veteran-owned-business-protects-environmentba4f.html	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:50	97181/97181	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Apr%202024%2007:05:38%20GMT	https://www.pnc.com/content/dam/pnc-thought-leadership/small-business/running-your-business/pnc_insights_business_urban-worm-company-steve-churchill.jpg	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/pnc-thought-leadership/small-business/running-your-business/pnc_insights_business_urban-worm-company-steve-churchill.jpg	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:50	29797/29797	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:49:50%20GMT	https://www.pnc.com/insights/search-results.html?tagId=pnc-thought-leadership%3Aaudience-focus/personal-finance/military-and-veteran&lnksrc=pnc-insights-feed-militarybanking%20	/Users/mac/websites/pncbank3/www.pnc.com/insights/search-resultsd244.html	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:51	1484/1484	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2013%20Sep%202023%2015:57:40%20GMT	https://www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/containergrid_680433_1792379718/embeddedGrid/contentblock_copy.coreimg.svg/1694620660309/icon-phone-call-white.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/containergrid_680433_1792379718/embeddedGrid/contentblock_copy.coreimg.svg/1694620660309/icon-phone-call-white.svg	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:52	2129/2129	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2026%20Apr%202023%2017:33:41%20GMT	https://www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/containergrid_680433_1792379718/embeddedGrid/contentblock.coreimg.svg/1682530421314/icon-calendar-white.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/containergrid_680433_1792379718/embeddedGrid/contentblock.coreimg.svg/1682530421314/icon-calendar-white.svg	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:53	154476/154476	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:49:53%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking.html	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:54	0/-1	---M--	301	error ('')			https://www.pnc.com/homehq/en/home/tracker.html	/Users/mac/websites/pncbank3/www.pnc.com/homehq/en/home/tracker.20c.delayed	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:54	0/-1	---M--	301	error ('')			https://www.pnc.com/homehq/en/home/tracker.html	/Users/mac/websites/pncbank3/www.pnc.com/homehq/en/home/tracker.20d.delayed	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:54	477/477	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2026%20Apr%202023%2017:33:41%20GMT	https://www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/containergrid_680433_1792379718/embeddedGrid/contentblock_copy_233334558.coreimg.svg/1682530421283/icon-location-white.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/containergrid_680433_1792379718/embeddedGrid/contentblock_copy_233334558.coreimg.svg/1682530421283/icon-location-white.208	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:54	6524/6524	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2029%20Aug%202023%2017:35:08%20GMT	https://www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/accordion/item_1615993114074/embeddedGrid/listpro/list-item-16684373851980/image.coreimg.svg/1693330508914/logo-equal-housing-lender-white.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/military-banking/_jcr_content/main/pageBody/accordion/item_1615993114074/embeddedGrid/listpro/list-item-16684373851980/image.coreimg.svg/169333/logo-equal-housing-lend	(from https://www.pnc.com/en/personal-banking/banking/military-banking.html?lnksrc=topnav)
12:49:54	1744/1744	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/banking/'/content/dam/pnc-com/images/personal/Topics/WorkplaceBanking/mastheads/hero_workplace_banking_employee.jpg'	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/'/content/dam/pnc-com/images/personal/Topics/WorkplaceBanking/mastheads/hero_workplace_banking_employee.jpg'	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:55	152449/152449	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:49:55%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/workplace-wellness.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/workplace-wellness.html	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:56	1743/1743	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/banking/'/content/dam/pnc-com/images/universal/backgrounds/background-general-blue-blurs.jpg'	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/'/content/dam/pnc-com/images/universal/backgrounds/background-general-blue-blurs.jpg'	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:57	2506/2506	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Feb%202023%2017:21:00%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_770842457/embeddedGrid/containergrid_753409591/embeddedGrid/image.coreimg.svg/1676395260785/icon-wkb-financial-wellness.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_770842457/embeddedGrid/containergrid_753409591/embeddedGrid/image.coreimg.svg/167639/icon-wkb-financial-well	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:57	1486/1486	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2020%20Jun%202023%2020:58:53%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_770842457/embeddedGrid/containergrid_594046582/embeddedGrid/image.coreimg.svg/1687294733897/icon-wkb-offers-rewards.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_770842457/embeddedGrid/containergrid_594046582/embeddedGrid/image.coreimg.svg/168729/icon-wkb-offers-rewards	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:57	1403/1403	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2014%20Feb%202023%2017:21:00%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_770842457/embeddedGrid/containergrid_594046/embeddedGrid/image.coreimg.svg/1676395260663/icon-wkb-ease-convenience.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_770842457/embeddedGrid/containergrid_594046/embeddedGrid/image.coreimg.svg/167639526/icon-wkb-ease-convenien	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:57	1288/1288	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20Nov%202021%2005:01:00%20GMT	https://www.pnc.com/etc.clientlibs/dam/components/scene7/dynamicmedia/clientlibs/dynamicmedia.min.css	/Users/mac/websites/pncbank3/www.pnc.com/etc.clientlibs/dam/components/scene7/dynamicmedia/clientlibs/dynamicmedia.min.css	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:58	39510/39510	---M--	200	added ('OK')	image/png	date:Mon,%2025%20Mar%202024%2013:55:44%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_515975935/embeddedGrid/containergrid_38914278/embeddedGrid/image.coreimg.png/1676395260915/creditcard-cash-rewards-and-points.png	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/containergrid_515975935/embeddedGrid/containergrid_38914278/embeddedGrid/image.coreimg.png/1676395/creditcard-cash-rewards	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:59	886/886	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2006%20Dec%202019%2005:17:56%20GMT	https://www.pnc.com/etc.clientlibs/dam/components/scene7/common/clientlibs/viewer.min.js	/Users/mac/websites/pncbank3/www.pnc.com/etc.clientlibs/dam/components/scene7/common/clientlibs/viewer.min.js	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:49:59	5907/5907	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2025%20Mar%202023%2003:51:53%20GMT	https://www.pnc.com/etc.clientlibs/dam/components/scene7/dynamicmedia/clientlibs/dynamicmedia.min.js	/Users/mac/websites/pncbank3/www.pnc.com/etc.clientlibs/dam/components/scene7/dynamicmedia/clientlibs/dynamicmedia.min.js	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:50:00	10634/10634	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2009%20Jul%202022%2005:07:21%20GMT	https://www.pnc.com/etc.clientlibs/dam/components/scene7/common/clientlibs/i18n.min.js	/Users/mac/websites/pncbank3/www.pnc.com/etc.clientlibs/dam/components/scene7/common/clientlibs/i18n.min.js	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:50:02	6090/6090	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:02%20GMT	https://www.pnc.com/content/experience-fragments/pnc-com/en/descriptive_videos_m/personal/banking/workplace_banking/workplace-welcome-ad/frame.html	/Users/mac/websites/pncbank3/www.pnc.com/content/experience-fragments/pnc-com/en/descriptive_videos_m/personal/banking/workplace_banking/workplace-welcome-ad/frame.html	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:50:03	319421/319421	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:03%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/workplace-banking-employer/regional-workplace-representatives.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/workplace-banking-employer/regional-workplace-representatives.html	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:50:03	164259/164259	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:03%20GMT	https://www.pnc.com/en/personal-banking/choice-banking.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/choice-banking.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:04	0/-1	---M--	301	error ('')			https://www.pnc.com/homehq/en/home/tracker.html	/Users/mac/websites/pncbank3/www.pnc.com/homehq/en/home/tracker.21d.delayed	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:04	0/-1	---M--	301	error ('')			https://www.pnc.com/homehq/en/home/tracker.html	/Users/mac/websites/pncbank3/www.pnc.com/homehq/en/home/tracker.21e.delayed	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:04	6524/6524	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2030%20Jun%202023%2014:37:31%20GMT	https://www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/accordion/item_1615993114074/embeddedGrid/containergrid_copy_c/embeddedGrid/image.coreimg.svg/1688135851283/logo-equal-housing-lender-white.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/banking/workplace-banking/_jcr_content/main/pageBody/accordion/item_1615993114074/embeddedGrid/containergrid_copy_c/embeddedGrid/image.coreimg.svg/1688/logo-equal-housing-lend	(from https://www.pnc.com/en/personal-banking/banking/workplace-banking.html?lnksrc=topnav)
12:50:04	1743/1743	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/'/content/dam/pnc-com/images/personal/choicebanking/mastheads/hero_personal_choice-banking.jpg'	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/'/content/dam/pnc-com/images/personal/choicebanking/mastheads/hero_personal_choice-banking.jpg'	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:05	38851/38851	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jan%202024%2011:48:39%20GMT	https://www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1511526354/embeddedGrid/image.coreimg.jpeg/1664984726823/feature-personal-choice-banking.jpeg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1511526354/embeddedGrid/image.coreimg.jpeg/1664984726823/feature-personal-choice-banking.jpg	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:06	1602/1602	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Nov%202022%2018:15:22%20GMT	https://www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1803843160/embeddedGrid/containergrid/embeddedGrid/image.coreimg.svg/1669659322322/icon-personal-checklist.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1803843160/embeddedGrid/containergrid/embeddedGrid/image.coreimg.svg/1669659322322/icon-personal-checklist.svg	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:07	3107/3107	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Nov%202022%2018:15:00%20GMT	https://www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1803843160/embeddedGrid/containergrid_copy/embeddedGrid/image.coreimg.svg/1669659300108/icon-personal-handshake.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1803843160/embeddedGrid/containergrid_copy/embeddedGrid/image.coreimg.svg/1669659300108/icon-personal-handshake.221.del	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:07	930/930	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Nov%202022%2018:15:10%20GMT	https://www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1803843160/embeddedGrid/containergrid_copy_1768513206/embeddedGrid/image.coreimg.svg/1669659310448/icon-personal-magnifying-glass.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_1803843160/embeddedGrid/containergrid_copy_1768513206/embeddedGrid/image.coreimg.svg/1669659310/icon-personal-magnifyin	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:08	241955/241955	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:07%20GMT	https://www.pnc.com/en/personal-banking/borrowing/understanding-loan-options.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/understanding-loan-options.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:08	182779/182779	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:08%20GMT	https://www.pnc.com/en/personal-banking/investments-and-retirement.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/investments-and-retirement.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:10	31925/31925	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:09%20GMT	https://www.pnc.com/insights/personal-finance/invest/financial-advice-for-women-marketing-ploy-or-valid-distinction.html?lnksrc=pnc-insights-feed	/Users/mac/websites/pncbank3/www.pnc.com/insights/personal-finance/invest/financial-advice-for-women-marketing-ploy-or-valid-distinctionba4f.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:11	125272/125272	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Jul%202022%2016:55:55%20GMT	https://www.pnc.com/content/dam/pnc-thought-leadership/personal-finance/invest/pnc_insights_p_financial-advice-for-women-marketing-ploy-or-valid-distinction.jpg	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/pnc-thought-leadership/personal-finance/invest/pnc_insights_p_financial-advice-for-women-marketing-ploy-or-valid-distinction.jpg	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:11	28755/28755	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:12%20GMT	https://www.pnc.com/insights/personal-finance/invest/ira-facts-give-retirement-boost.html?lnksrc=pnc-insights-feed	/Users/mac/websites/pncbank3/www.pnc.com/insights/personal-finance/invest/ira-facts-give-retirement-boostba4f.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:13	135920/135920	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Apr%202024%2013:45:53%20GMT	https://www.pnc.com/content/dam/pnc-thought-leadership/personal-finance/investments-retirement/pnc_tl_hub_investments_ira-facts-give-retirement-boost.jpg	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/pnc-thought-leadership/personal-finance/investments-retirement/pnc_tl_hub_investments_ira-facts-give-retirement-boost.jpg	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:13	40359/40359	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:14%20GMT	https://www.pnc.com/insights/personal-finance/invest/6-ways-to-help-improve-your-financial-outlook-at-every-life-stage.html?lnksrc=pnc-insights-feed	/Users/mac/websites/pncbank3/www.pnc.com/insights/personal-finance/invest/6-ways-to-help-improve-your-financial-outlook-at-every-life-stageba4f.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:15	195766/195766	---M--	200	added ('OK')	image/jpeg	date:Sun,%2019%20Jun%202022%2019:07:34%20GMT	https://www.pnc.com/content/dam/pnc-thought-leadership/personal-finance/investments-retirement/pnc_insights_p_6-ways-improve-outlook-every-life-stage.jpg	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/pnc-thought-leadership/personal-finance/investments-retirement/pnc_insights_p_6-ways-improve-outlook-every-life-stage.jpg	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:15	1484/1484	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2007%20Feb%202024%2021:22:55%20GMT	https://www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_997134403/embeddedGrid/contentblock.coreimg.svg/1707340975259/icon-phone-call-white.svg	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/choice-banking/_jcr_content/main/pageBody/containergrid_997134403/embeddedGrid/contentblock.coreimg.svg/1707340975259/icon-phone-call-white.svg	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:16	30138/30138	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:16%20GMT	https://www.pnc.com/insights/wealth-management.html?lnksrc=relres	/Users/mac/websites/pncbank3/www.pnc.com/insights/wealth-managementc515.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:17	75848/75848	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:17%20GMT	https://www.pnc.com/en/personal-banking/investments-and-retirement/606-order-routing.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/investments-and-retirement/606-order-routing.html	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:19	185597/185597	---M--	200	added ('OK')	application/pdf	date:Wed,%2003%20Jan%202024%2015:56:00%20GMT	https://www.pnc.com/content/dam/pnc-com/pdf/personal/wealth-investments/PNCI/Additional-Compensation-Disclosure.PDF	/Users/mac/websites/pncbank3/www.pnc.com/content/dam/pnc-com/pdf/personal/wealth-investments/PNCI/Additional-Compensation-Disclosure.pdf	(from https://www.pnc.com/en/personal-banking/choice-banking.html?lnksrc=topnav)
12:50:19	1635/1635	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/borrowing/www.u44.pnc.com/783807/calc.js?dt=login&r=	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/www.u44.pnc.com/783807/calc7020.js	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:20	1634/1634	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/borrowing/www.u47.pnc.com/7838070/ethernet.js?r=	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/www.u47.pnc.com/7838070/ethernet2a3b.js	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:21	1743/1743	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/borrowing/GET	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/GET	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:22	191479/191479	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:22%20GMT	https://www.pnc.com/en/personal-banking/borrowing/home-lending.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/home-lending.html	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:23	1742/1742	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/borrowing/ak.m	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/ak.m	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:25	1743/1743	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/borrowing/ak.t	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/ak.t	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:25	0/-1	---M--	301	error ('')			https://www.pnc.com/homehq/en/home/tracker.html	/Users/mac/websites/pncbank3/www.pnc.com/homehq/en/home/tracker.236.delayed	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:25	0/-1	---M--	301	error ('')			https://www.pnc.com/homehq/en/home/tracker.html	/Users/mac/websites/pncbank3/www.pnc.com/homehq/en/home/tracker.237.delayed	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:25	1743/1743	---M--	404	error ('Not%20Found')	text/html	etag:%224b8-61785c5823d00:dtagent10285240307101407yODE%22	https://www.pnc.com/en/personal-banking/borrowing/'/content/dam/pnc-com/images/personal/Borrowing/HomeLendingCenter/HomeHQHeadquarters/hero-home-lending-home-hq.jpg'	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/'/content/dam/pnc-com/images/personal/Borrowing/HomeLendingCenter/HomeHQHeadquarters/hero-home-lending-home-hq.jpg'	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:27	176804/176804	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:27%20GMT	https://www.pnc.com/en/personal-banking/borrowing/home-lending/mortgage-loans/calculators/mortgage-affordability-calculator.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/home-lending/mortgage-loans/calculators/mortgage-affordability-calculator.html	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:29	145182/145182	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:29%20GMT	https://www.pnc.com/en/personal-banking/borrowing/home-lending/understanding-home-lending-center/scenario-builder.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/home-lending/understanding-home-lending-center/scenario-builder.html	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
12:50:29	145335/145335	---M-Z	200	added ('OK')	text/html	date:Fri,%2031%20May%202024%2012:50:29%20GMT	https://www.pnc.com/en/personal-banking/borrowing/understanding-loan-options/debt-consolidation-calculator.html	/Users/mac/websites/pncbank3/www.pnc.com/en/personal-banking/borrowing/understanding-loan-options/debt-consolidation-calculator.html	(from https://www.pnc.com/en/personal-banking/borrowing/home-lending.html?lnksrc=topnav)
